# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year
ORV,F,Zach Randolph,31,MEM,45,595,0.076,0.0,,,76,34.3,15.4,11.2,1.4,0.8,0.4,0.46,0.087,0.75,7.9,0.145,2012
ORV,C,Al Horford,26,ATL,31,595,0.052,2.0,,,74,37.2,17.4,10.2,3.2,1.1,1.1,0.543,0.5,0.644,8.8,0.153,2012
ORV,F,Paul Pierce,35,BOS,24,595,0.04,0.0,,,77,33.4,18.6,6.3,4.8,1.1,0.4,0.436,0.38,0.787,7.2,0.135,2012
ORV,C,Al Jefferson,28,UTA,20,595,0.034,1.0,,,78,33.1,17.8,9.2,2.1,1.0,1.1,0.494,0.118,0.77,7.7,0.143,2012
ORV,C,Tyson Chandler,30,NYK,19,595,0.032,1.0,,,66,32.8,10.4,10.7,0.9,0.6,1.1,0.638,,0.694,9.3,0.207,2012
ORV,C,Roy Hibbert,26,IND,9,595,0.015,0.0,,,79,28.7,11.9,8.3,1.4,0.5,2.6,0.448,0.25,0.741,6.1,0.129,2012
ORV,F,Luol Deng,27,CHI,8,595,0.013,0.0,,,75,38.7,16.5,6.3,3.0,1.1,0.4,0.426,0.322,0.816,6.3,0.105,2012
ORV,F,Kevin Garnett,36,BOS,8,595,0.013,0.0,,,68,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,0.133,2012
ORV,G,Ty Lawson,25,DEN,8,595,0.013,0.0,,,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141,2012
ORV,F,Josh Smith,27,ATL,7,595,0.012,0.0,,,76,35.3,17.5,8.4,4.2,1.2,1.8,0.465,0.303,0.517,4.2,0.075,2012
ORV,G,Deron Williams,28,BRK,6,595,0.01,0.0,,,78,36.4,18.9,3.0,7.7,1.0,0.4,0.44,0.378,0.859,10.9,0.184,2012
ORV,F,Pau Gasol,32,LAL,4,595,0.007,0.0,,,49,33.8,13.7,8.6,4.1,0.5,1.2,0.466,0.286,0.702,3.7,0.107,2012
ORV,F,Serge Ibaka,23,OKC,4,595,0.007,0.0,,,80,31.1,13.2,7.7,0.5,0.4,3.0,0.573,0.351,0.749,9.4,0.181,2012
ORV,C,Ömer Aşık,26,HOU,3,595,0.005,0.0,,,82,30.0,10.1,11.7,0.9,0.6,1.1,0.541,0.0,0.562,5.5,0.108,2012
ORV,F,Kenneth Faried,23,DEN,3,595,0.005,0.0,,,80,28.1,11.5,9.2,1.0,1.0,1.0,0.552,,0.613,7.8,0.167,2012
ORV,G,Raymond Felton,28,NYK,3,595,0.005,0.0,,,68,34.0,13.9,2.9,5.5,1.4,0.2,0.427,0.36,0.789,4.2,0.087,2012
ORV,G,Kyrie Irving,20,CLE,3,595,0.005,0.0,,,59,34.7,22.5,3.7,5.9,1.5,0.4,0.452,0.391,0.855,5.3,0.125,2012
ORV,F,Carlos Boozer,31,CHI,2,595,0.003,0.0,0.0,2.0,79,32.2,16.2,9.8,2.3,0.8,0.4,0.477,0.0,0.731,5.7,0.108,2012
ORV,G,Mike Conley,25,MEM,2,595,0.003,0.0,0.0,2.0,80,34.5,14.6,2.8,6.1,2.2,0.3,0.44,0.362,0.83,9.9,0.172,2012
ORV,F,David West,32,IND,2,595,0.003,0.0,0.0,2.0,73,33.4,17.1,7.7,2.9,1.0,0.9,0.498,0.211,0.768,9.1,0.179,2012
ORV,F,Rudy Gay,26,TOT,1,595,0.002,0.0,0.0,1.0,75,35.8,18.2,6.1,2.7,1.5,0.7,0.416,0.323,0.814,4.0,0.072,2012
ORV,F,J.J. Hickson,24,POR,1,595,0.002,0.0,0.0,1.0,80,29.0,12.7,10.4,1.1,0.6,0.6,0.562,0.0,0.679,6.9,0.142,2012
ORV,F,Andre Iguodala,29,DEN,1,595,0.002,0.0,0.0,1.0,80,34.7,13.0,5.3,5.4,1.7,0.7,0.451,0.317,0.574,5.6,0.097,2012
ORV,F,Dirk Nowitzki,34,DAL,1,595,0.002,0.0,0.0,1.0,53,31.3,17.3,6.8,2.5,0.7,0.7,0.471,0.414,0.86,5.0,0.145,2012
ORV,F,Nikola Peković,27,MIN,1,595,0.002,0.0,0.0,1.0,62,31.6,16.3,8.8,0.9,0.7,0.8,0.52,,0.744,6.7,0.163,2012
ORV,G,Rajon Rondo,26,BOS,1,595,0.002,0.0,0.0,1.0,38,37.4,13.7,5.6,11.1,1.8,0.2,0.484,0.24,0.645,3.2,0.108,2012
ORV,C,Nikola Vučević,22,ORL,1,595,0.002,0.0,0.0,1.0,77,33.2,13.1,11.9,1.9,0.8,1.0,0.519,0.0,0.683,5.7,0.106,2012
1st,F,Kevin Durant,25,OKC,625,625,1.0,125.0,0.0,0.0,81,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,2013
1st,F,LeBron James,29,MIA,623,625,0.997,124.0,1.0,0.0,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,2013
1st,C,Joakim Noah,28,CHI,551,625,0.882,101.0,,,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19,2013
1st,G,Chris Paul,28,LAC,540,625,0.864,86.0,,,62,35.0,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,2013
1st,G,James Harden,24,HOU,502,625,0.803,73.0,,,73,38.0,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221,2013
2nd,G,Stephen Curry,25,GSW,489,625,0.782,65.0,,,78,36.5,24.0,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225,2013
2nd,F,Blake Griffin,24,LAC,350,625,0.56,5.0,,,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,2013
2nd,F,Kevin Love,25,MIN,237,625,0.379,2.0,,,77,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245,2013
2nd,C,Dwight Howard,28,HOU,226,625,0.362,9.0,,,71,33.7,18.3,12.2,1.8,0.8,1.8,0.591,0.286,0.547,8.0,0.161,2013
2nd,G,Tony Parker,31,SAS,210,625,0.336,14.0,,,68,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141,2013
3rd,F,LaMarcus Aldridge,28,POR,191,625,0.306,4.0,,,69,36.2,23.2,11.1,2.6,0.9,1.0,0.458,0.2,0.822,7.5,0.144,2013
3rd,C,Al Jefferson,29,CHA,191,625,0.306,4.0,,,73,35.0,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,2013
3rd,F,Paul George,23,IND,171,625,0.274,4.0,,,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,2013
3rd,G,Damian Lillard,23,POR,115,625,0.184,2.0,,,82,35.8,20.7,3.5,5.6,0.8,0.3,0.424,0.394,0.871,9.6,0.157,2013
3rd,G,Goran Dragić,27,PHO,115,625,0.184,1.0,,,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,2013
ORV,F,Carmelo Anthony,29,NYK,86,625,0.138,1.0,,,77,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172,2013
ORV,G,John Wall,23,WAS,70,625,0.112,0.0,,,82,36.3,19.3,4.1,8.8,1.8,0.5,0.433,0.351,0.805,7.9,0.128,2013
ORV,F,Tim Duncan,37,SAS,63,625,0.101,1.0,,,74,29.2,15.1,9.7,3.0,0.6,1.9,0.49,0.0,0.731,7.4,0.164,2013
ORV,G,DeMar DeRozan,24,TOR,56,625,0.09,0.0,,,79,38.2,22.7,4.3,4.0,1.1,0.4,0.429,0.305,0.824,8.8,0.141,2013
ORV,F,Anthony Davis,20,NOP,40,625,0.064,1.0,,,67,35.2,20.8,10.0,1.6,1.3,2.8,0.519,0.222,0.791,10.4,0.212,2013
ORV,F,Dirk Nowitzki,35,DAL,37,625,0.059,1.0,,,80,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,0.199,2013
ORV,G,Russell Westbrook,25,OKC,32,625,0.051,1.0,,,46,30.7,21.8,5.7,6.9,1.9,0.2,0.437,0.318,0.826,5.2,0.178,2013
ORV,G,Kyle Lowry,27,TOR,29,625,0.046,0.0,,,79,36.2,17.9,4.7,7.4,1.5,0.2,0.423,0.38,0.813,11.7,0.197,2013
ORV,C,DeAndre Jordan,25,LAC,21,625,0.034,0.0,,,82,35.0,10.4,13.6,0.9,1.0,2.5,0.676,,0.428,11.1,0.186,2013
ORV,C,Roy Hibbert,27,IND,17,625,0.027,0.0,,,81,29.7,10.8,6.6,1.1,0.4,2.2,0.439,0.4,0.77,5.4,0.108,2013
ORV,C,Marc Gasol,29,MEM,16,625,0.026,2.0,,,59,33.4,14.6,7.2,3.6,1.0,1.3,0.473,0.182,0.768,5.6,0.137,2013
ORV,C,DeMarcus Cousins,23,SAC,14,625,0.022,1.0,,,71,32.4,22.7,11.7,2.9,1.5,1.3,0.496,0.0,0.726,7.9,0.166,2013
ORV,G,Kyrie Irving,21,CLE,7,625,0.011,0.0,,,71,35.2,20.8,3.6,6.1,1.5,0.3,0.43,0.358,0.861,6.7,0.128,2013
ORV,G,Dwyane Wade,32,MIA,6,625,0.01,0.0,,,54,32.9,19.0,4.5,4.7,1.5,0.5,0.545,0.281,0.733,5.5,0.149,2013
ORV,G,Mike Conley,26,MEM,4,625,0.006,0.0,,,73,33.5,17.2,2.9,6.0,1.5,0.2,0.45,0.361,0.815,8.2,0.161,2013
ORV,F,Serge Ibaka,24,OKC,4,625,0.006,0.0,,,81,32.9,15.1,8.8,1.0,0.5,2.7,0.536,0.383,0.784,9.6,0.173,2013
ORV,G,Joe Johnson,32,BRK,4,625,0.006,0.0,,,79,32.6,15.8,3.4,2.7,0.6,0.1,0.454,0.401,0.815,4.9,0.091,2013
ORV,F,Zach Randolph,32,MEM,4,625,0.006,0.0,,,79,34.2,17.4,10.1,2.5,0.7,0.3,0.467,0.1,0.742,6.4,0.113,2013
ORV,G,Lance Stephenson,23,IND,3,625,0.005,0.0,,,78,35.3,13.8,7.2,4.6,0.7,0.1,0.491,0.352,0.711,7.4,0.13,2013
ORV,G,Ty Lawson,26,DEN,2,625,0.003,0.0,0.0,2.0,62,35.8,17.6,3.5,8.8,1.6,0.2,0.431,0.356,0.798,6.3,0.136,2013
ORV,F,Paul Millsap,28,ATL,2,625,0.003,0.0,0.0,2.0,74,33.5,17.9,8.5,3.1,1.7,1.1,0.461,0.358,0.731,6.7,0.129,2013
ORV,F,Chris Bosh,29,MIA,1,625,0.002,0.0,0.0,1.0,79,32.0,16.2,6.6,1.1,1.0,1.0,0.516,0.339,0.82,8.0,0.152,2013
ORV,C,Andre Drummond,20,DET,1,625,0.002,0.0,0.0,1.0,81,32.3,13.5,13.2,0.4,1.2,1.6,0.623,0.0,0.418,9.9,0.182,2013
ORV,G,Monta Ellis,28,DAL,1,625,0.002,0.0,0.0,1.0,82,36.9,19.0,3.6,5.7,1.7,0.3,0.451,0.33,0.788,4.9,0.078,2013
ORV,F,Kawhi Leonard,22,SAS,1,625,0.002,0.0,0.0,1.0,66,29.1,12.8,6.2,2.0,1.7,0.8,0.522,0.379,0.802,7.7,0.193,2013
1st,G,Stephen Curry,26,GSW,645,645,1.0,129.0,0.0,0.0,80,32.7,23.8,4.3,7.7,2.0,0.2,0.487,0.443,0.914,15.7,0.288,2014
1st,F,LeBron James,30,CLE,645,645,1.0,129.0,0.0,0.0,69,36.1,25.3,6.0,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,2014
1st,G,James Harden,25,HOU,637,645,0.988,125.0,,,81,36.8,27.4,5.7,7.0,1.9,0.7,0.44,0.375,0.868,16.4,0.265,2014
1st,F,Anthony Davis,21,NOP,625,645,0.969,119.0,,,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14.0,0.274,2014
1st,C,Marc Gasol,30,MEM,453,645,0.702,65.0,,,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,2014
2nd,G,Russell Westbrook,26,OKC,397,645,0.616,10.0,,,67,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222,2014
2nd,F,LaMarcus Aldridge,29,POR,390,645,0.605,13.0,,,71,35.4,23.4,10.2,1.7,0.7,1.0,0.466,0.352,0.845,8.6,0.165,2014
2nd,G,Chris Paul,29,LAC,335,645,0.519,1.0,,,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,2014
2nd,F,Pau Gasol,34,CHI,242,645,0.375,15.0,,,78,34.4,18.5,11.8,2.7,0.3,1.9,0.494,0.462,0.803,10.4,0.187,2014
2nd,C,DeMarcus Cousins,24,SAC,220,645,0.341,18.0,,,59,34.1,24.1,12.7,3.6,1.5,1.7,0.467,0.25,0.782,6.0,0.144,2014
3rd,F,Blake Griffin,25,LAC,189,645,0.293,2.0,,,67,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9.0,0.183,2014
3rd,C,DeAndre Jordan,26,LAC,175,645,0.271,12.0,,,82,34.4,11.5,15.0,0.7,1.0,2.2,0.71,0.25,0.397,12.8,0.217,2014
3rd,F,Tim Duncan,38,SAS,167,645,0.259,6.0,,,77,28.9,13.9,9.1,3.0,0.8,2.0,0.512,0.286,0.74,9.6,0.207,2014
3rd,G,Klay Thompson,24,GSW,122,645,0.189,0.0,,,77,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172,2014
3rd,G,Kyrie Irving,22,CLE,112,645,0.174,0.0,,,75,36.4,21.7,3.2,5.2,1.5,0.3,0.468,0.415,0.863,10.4,0.183,2014
ORV,F,Kawhi Leonard,23,SAS,155,645,0.24,0.0,,,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,2014
ORV,F,Paul Millsap,29,ATL,70,645,0.109,0.0,,,73,32.7,16.7,7.8,3.1,1.8,0.9,0.476,0.356,0.757,8.3,0.166,2014
ORV,C,Al Horford,28,ATL,64,645,0.099,1.0,,,76,30.5,15.2,7.2,3.2,0.9,1.3,0.538,0.306,0.759,8.7,0.179,2014
ORV,G,John Wall,24,WAS,50,645,0.078,0.0,,,79,35.9,17.6,4.6,10.0,1.7,0.6,0.445,0.3,0.785,7.8,0.132,2014
ORV,G,Jimmy Butler,25,CHI,32,645,0.05,0.0,,,65,38.7,20.0,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214,2014
ORV,G,Damian Lillard,24,POR,22,645,0.034,0.0,,,82,35.7,21.0,4.6,6.2,1.2,0.3,0.434,0.343,0.864,10.6,0.174,2014
ORV,F,Draymond Green,24,GSW,9,645,0.014,0.0,,,79,31.5,11.7,8.2,3.7,1.6,1.3,0.443,0.337,0.66,8.5,0.163,2014
ORV,F,Zach Randolph,33,MEM,7,645,0.011,0.0,,,71,32.5,16.1,10.5,2.2,1.0,0.2,0.487,0.35,0.765,7.2,0.149,2014
ORV,G,Jeff Teague,26,ATL,7,645,0.011,0.0,,,73,30.5,15.9,2.5,7.0,1.7,0.4,0.46,0.343,0.862,7.7,0.166,2014
ORV,C,Andrew Bogut,30,GSW,6,645,0.009,0.0,,,67,23.6,6.3,8.1,2.7,0.6,1.7,0.563,,0.524,5.2,0.159,2014
ORV,C,Nikola Vučević,24,ORL,6,645,0.009,0.0,,,74,34.2,19.3,10.9,2.0,0.7,0.7,0.523,0.333,0.752,7.0,0.133,2014
ORV,G,DeMar DeRozan,25,TOR,3,645,0.005,0.0,,,60,35.0,20.1,4.6,3.5,1.2,0.2,0.413,0.284,0.832,4.0,0.09,2014
ORV,F,Rudy Gay,28,SAC,3,645,0.005,0.0,,,68,35.4,21.1,5.9,3.7,1.0,0.6,0.455,0.359,0.858,6.1,0.122,2014
ORV,C,Andre Drummond,21,DET,2,645,0.003,0.0,,,82,30.5,13.8,13.5,0.7,0.9,1.9,0.514,0.0,0.389,7.7,0.147,2014
ORV,F,Gordon Hayward,24,UTA,2,645,0.003,0.0,,,76,34.4,19.3,4.9,4.1,1.4,0.4,0.445,0.364,0.812,8.7,0.159,2014
ORV,F,Kyle Korver,33,ATL,2,645,0.003,0.0,,,75,32.2,12.1,4.1,2.6,0.7,0.6,0.487,0.492,0.898,7.5,0.148,2014
ORV,C,Joakim Noah,29,CHI,2,645,0.003,0.0,,,67,30.6,7.2,9.6,4.7,0.7,1.1,0.445,0.0,0.603,5.6,0.13,2014
ORV,F,Dirk Nowitzki,36,DAL,2,645,0.003,0.0,,,77,29.6,17.3,5.9,1.9,0.5,0.4,0.459,0.38,0.882,7.2,0.152,2014
ORV,G,Dwyane Wade,33,MIA,2,645,0.003,0.0,,,62,31.8,21.5,3.5,4.8,1.2,0.3,0.47,0.284,0.768,3.5,0.086,2014
ORV,F,Carmelo Anthony,30,NYK,1,645,0.002,0.0,,,40,35.7,24.2,6.6,3.1,1.0,0.4,0.444,0.341,0.797,2.9,0.097,2014
ORV,C,Tyson Chandler,32,DAL,1,645,0.002,0.0,,,75,30.5,10.3,11.5,1.1,0.6,1.2,0.666,,0.72,10.3,0.216,2014
ORV,G,Mike Conley,27,MEM,1,645,0.002,0.0,,,70,31.8,15.8,3.0,5.4,1.3,0.2,0.446,0.386,0.859,6.8,0.147,2014
ORV,C,Brook Lopez,26,BRK,1,645,0.002,0.0,,,72,29.2,17.2,7.4,0.7,0.6,1.8,0.513,0.1,0.814,7.0,0.159,2014
ORV,F,Kevin Love,26,CLE,1,645,0.002,0.0,,,75,33.8,16.4,9.7,2.2,0.7,0.5,0.434,0.367,0.804,8.7,0.165,2014
ORV,G,Kyle Lowry,28,TOR,1,645,0.002,0.0,,,70,34.5,17.8,4.7,6.8,1.6,0.2,0.412,0.338,0.808,7.1,0.141,2014
ORV,G,Khris Middleton,23,MIL,1,645,0.002,0.0,,,79,30.1,13.4,4.4,2.3,1.5,0.1,0.467,0.407,0.859,6.7,0.135,2014
1st,G,Stephen Curry,27,GSW,645,645,1.0,129.0,0.0,0.0,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,2015
1st,F,LeBron James,31,CLE,637,645,0.988,125.0,4.0,0.0,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,2015
1st,G,Russell Westbrook,27,OKC,627,645,0.972,120.0,9.0,0.0,80,34.4,23.5,7.8,10.4,2.0,0.3,0.454,0.296,0.812,14.0,0.245,2015
1st,F,Kawhi Leonard,24,SAS,575,645,0.891,94.0,35.0,0.0,72,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,13.7,0.277,2015
1st,C,DeAndre Jordan,27,LAC,317,645,0.491,39.0,36.0,14.0,77,33.7,12.7,13.8,1.2,0.7,2.3,0.703,0.0,0.43,11.5,0.213,2015
2nd,F,Kevin Durant,27,OKC,452,645,0.701,36.0,90.0,2.0,72,35.8,28.2,8.2,5.0,1.0,1.2,0.505,0.387,0.898,14.5,0.27,2015
2nd,F,Draymond Green,25,GSW,431,645,0.668,40.0,74.0,9.0,81,34.7,14.0,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,2015
2nd,G,Chris Paul,30,LAC,353,645,0.547,8.0,101.0,10.0,74,32.7,19.5,4.2,10.0,2.1,0.2,0.462,0.371,0.896,12.7,0.253,2015
2nd,C,DeMarcus Cousins,25,SAC,277,645,0.429,32.0,28.0,33.0,65,34.6,26.9,11.5,3.3,1.6,1.4,0.451,0.333,0.718,5.7,0.122,2015
2nd,G,Damian Lillard,25,POR,217,645,0.336,0.0,48.0,73.0,75,35.7,25.1,4.0,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,2015
3rd,C,Andre Drummond,22,DET,173,645,0.268,13.0,26.0,30.0,81,32.9,16.2,14.8,0.8,1.5,1.4,0.521,0.333,0.355,7.4,0.133,2015
3rd,G,Klay Thompson,25,GSW,164,645,0.254,0.0,37.0,53.0,80,33.3,22.1,3.8,2.1,0.8,0.6,0.47,0.425,0.873,8.0,0.144,2015
3rd,F,Paul George,25,IND,157,645,0.243,0.0,28.0,73.0,81,34.8,23.1,7.0,4.1,1.9,0.4,0.418,0.371,0.86,9.2,0.157,2015
3rd,G,Kyle Lowry,29,TOR,155,645,0.24,0.0,35.0,50.0,77,37.0,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,2015
3rd,F,LaMarcus Aldridge,30,SAS,103,645,0.16,3.0,11.0,55.0,74,30.6,18.0,8.5,1.5,0.5,1.1,0.513,0.0,0.858,10.1,0.215,2015
ORV,G,James Harden,26,HOU,106,645,0.164,0.0,,,82,38.1,29.0,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,2015
ORV,F,Paul Millsap,30,ATL,84,645,0.13,0.0,,,81,32.7,17.1,9.0,3.3,1.8,1.7,0.47,0.319,0.757,10.1,0.183,2015
ORV,C,Al Horford,29,ATL,76,645,0.118,2.0,,,82,32.1,15.2,7.3,3.2,0.8,1.5,0.505,0.344,0.798,9.4,0.172,2015
ORV,C,Anthony Davis,22,NOP,76,645,0.118,1.0,,,61,35.5,24.3,10.3,1.9,1.3,2.0,0.493,0.324,0.758,7.2,0.16,2015
ORV,C,Karl-Anthony Towns,20,MIN,44,645,0.068,0.0,,,82,32.0,18.3,10.5,2.0,0.7,1.7,0.542,0.341,0.811,8.3,0.151,2015
ORV,G,DeMar DeRozan,26,TOR,26,645,0.04,0.0,,,78,35.9,23.5,4.5,4.0,1.0,0.3,0.446,0.338,0.85,9.9,0.169,2015
ORV,C,Hassan Whiteside,26,MIA,24,645,0.037,1.0,,,73,29.1,14.2,11.8,0.4,0.6,3.7,0.606,,0.65,10.3,0.233,2015
ORV,G,Isaiah Thomas,26,BOS,20,645,0.031,0.0,,,82,32.2,22.2,3.0,6.2,1.1,0.1,0.428,0.359,0.871,9.7,0.177,2015
ORV,F,Pau Gasol,35,CHI,16,645,0.025,2.0,,,72,31.8,16.5,11.0,4.1,0.6,2.0,0.469,0.348,0.792,7.1,0.149,2015
ORV,G,Jimmy Butler,26,CHI,12,645,0.019,0.0,,,67,36.9,20.9,5.3,4.8,1.6,0.6,0.454,0.312,0.832,9.1,0.177,2015
ORV,F,Dirk Nowitzki,37,DAL,8,645,0.012,0.0,,,75,31.5,18.3,6.5,1.8,0.7,0.7,0.448,0.368,0.893,6.8,0.138,2015
ORV,G,John Wall,25,WAS,7,645,0.011,0.0,,,77,36.2,19.9,4.9,10.2,1.9,0.8,0.424,0.351,0.791,5.7,0.098,2015
ORV,G,Kemba Walker,25,CHO,6,645,0.009,0.0,,,81,35.6,20.9,4.4,5.2,1.6,0.5,0.427,0.371,0.847,9.9,0.165,2015
ORV,F,Tim Duncan,39,SAS,3,645,0.005,0.0,,,61,25.2,8.6,7.3,2.7,0.8,1.3,0.488,0.0,0.702,5.2,0.163,2015
ORV,F,Gordon Hayward,25,UTA,3,645,0.005,0.0,,,80,36.2,19.7,5.0,3.7,1.2,0.3,0.433,0.349,0.824,8.9,0.147,2015
ORV,C,Dwight Howard,30,HOU,3,645,0.005,0.0,,,71,32.1,13.7,11.8,1.4,1.0,1.6,0.62,0.0,0.489,6.6,0.138,2015
ORV,F,Carmelo Anthony,31,NYK,2,645,0.003,0.0,0.0,2.0,72,35.1,21.8,7.7,4.2,0.9,0.5,0.434,0.339,0.829,6.4,0.121,2015
ORV,C,Marc Gasol,31,MEM,2,645,0.003,0.0,0.0,2.0,52,34.4,16.6,7.0,3.8,1.0,1.3,0.464,0.667,0.829,3.7,0.098,2015
ORV,C,Andrew Bogut,31,GSW,1,645,0.002,0.0,0.0,1.0,70,20.7,5.4,7.0,2.3,0.5,1.6,0.627,1.0,0.48,5.4,0.18,2015
ORV,F,Blake Griffin,26,LAC,1,645,0.002,0.0,0.0,1.0,35,33.4,21.4,8.4,4.9,0.8,0.5,0.499,0.333,0.727,3.8,0.156,2015
ORV,C,Brook Lopez,27,BRK,1,645,0.002,0.0,0.0,1.0,73,33.7,20.6,7.8,2.0,0.8,1.7,0.511,0.143,0.787,6.2,0.121,2015
ORV,G,Tony Parker,33,SAS,1,645,0.002,0.0,0.0,1.0,72,27.5,11.9,2.4,5.3,0.8,0.2,0.493,0.415,0.76,5.8,0.142,2015
1st,G,James Harden,27,HOU,500,500,1.0,100.0,0.0,0.0,81,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15.0,0.245,2016
1st,F,LeBron James,32,CLE,498,500,0.996,99.0,1.0,0.0,74,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,2016
1st,G,Russell Westbrook,28,OKC,498,500,0.996,99.0,1.0,0.0,81,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,2016
1st,F,Kawhi Leonard,25,SAS,490,500,0.98,96.0,3.0,1.0,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,2016
1st,C,Anthony Davis,23,NOP,343,500,0.686,45.0,34.0,16.0,75,36.1,28.0,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11.0,0.195,2016
2nd,C,Rudy Gobert,24,UTA,339,500,0.678,43.0,38.0,10.0,81,33.9,14.0,12.8,1.2,0.6,2.6,0.661,0.0,0.653,14.3,0.25,2016
2nd,G,Stephen Curry,28,GSW,290,500,0.58,1.0,93.0,6.0,79,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,2016
2nd,F,Giannis Antetokounmpo,22,MIL,258,500,0.516,0.0,81.0,15.0,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,2016
2nd,F,Kevin Durant,28,GSW,239,500,0.478,3.0,66.0,26.0,62,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12.0,0.278,2016
2nd,G,Isaiah Thomas,27,BOS,236,500,0.472,0.0,71.0,23.0,76,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,2016
3rd,F,Draymond Green,26,GSW,134,500,0.268,4.0,21.0,51.0,76,32.5,10.2,7.9,7.0,2.0,1.4,0.418,0.308,0.709,8.2,0.16,2016
3rd,G,John Wall,26,WAS,125,500,0.25,0.0,19.0,68.0,78,36.4,23.1,4.2,10.7,2.0,0.6,0.451,0.327,0.801,8.8,0.149,2016
3rd,F,Jimmy Butler,27,CHI,102,500,0.204,0.0,19.0,45.0,76,37.0,23.9,6.2,5.5,1.9,0.4,0.455,0.367,0.865,13.8,0.236,2016
3rd,G,DeMar DeRozan,27,TOR,62,500,0.124,0.0,4.0,50.0,74,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9.0,0.166,2016
3rd,C,DeAndre Jordan,28,LAC,54,500,0.108,3.0,7.0,18.0,81,31.7,12.7,13.8,1.2,0.6,1.7,0.714,0.0,0.482,11.8,0.221,2016
ORV,C,Karl-Anthony Towns,21,MIN,50,500,0.1,2.0,,,82,37.0,25.1,12.3,2.7,0.7,1.3,0.542,0.367,0.832,12.7,0.201,2016
ORV,G,Chris Paul,31,LAC,49,500,0.098,0.0,,,61,31.5,18.1,5.0,9.2,2.0,0.1,0.476,0.411,0.892,10.6,0.264,2016
ORV,C,Marc Gasol,32,MEM,48,500,0.096,2.0,,,74,34.2,19.5,6.3,4.6,0.9,1.3,0.459,0.388,0.837,7.7,0.145,2016
